%OpenBCI Raw EEG Data
%
%Sample Rate = 125.0 Hz
%First Column = SampleIndex
%Last Column = Timestamp 
%Other Columns = EEG data in microvolts followed by Accel Data (in G) interleaved with Aux Data
0, -25244.46, -25209.95, 28349.25, 27577.38, -25338.18, 72.31, -21442.65, 26933.14, -9029.86, -9030.62, 14283.52, -9062.02, 34327.79, 64926.74, 39049.32, -5296.92, 0.000, 0.000, 0.000, 15:21:00.960
1, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -12240.78, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 15:21:01.443
2, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -24480.08, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 15:21:01.444
3, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -24220.75, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 15:21:01.444
4, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -24575.32, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 15:21:01.445
5, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -24185.53, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 15:21:01.446
7, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -24083.91, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 15:21:01.446
8, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -24612.33, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 15:21:01.447
9, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -24070.84, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 15:21:01.448
10, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -24644.85, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 15:21:01.448
11, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -24044.15, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 15:21:01.448
12, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -24639.24, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 15:21:01.449
13, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -24045.18, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 15:21:01.449
14, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -24639.82, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 15:21:01.450
15, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -24085.30, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 15:21:01.450
16, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -24595.19, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 15:21:01.453
17, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -24131.57, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 15:21:01.454
18, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -24538.46, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 15:21:01.455
19, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -24168.11, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 15:21:01.455
20, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -24474.56, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 15:21:01.456
21, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -24250.64, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 15:21:01.457
22, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -24390.85, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 15:21:01.457
23, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -24317.33, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 15:21:01.458
24, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -24290.45, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 15:21:01.458
25, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -24366.42, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 15:21:01.459
26, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -24234.23, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 15:21:01.459
27, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -24424.69, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 15:21:01.460
28, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -24120.77, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 15:21:01.460
29, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -24470.55, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 15:21:01.461
30, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -24060.69, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 15:21:01.464
31, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -24532.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 15:21:01.466
32, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -24048.69, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 15:21:01.466
33, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -24580.14, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 15:21:01.467
34, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -24019.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 15:21:01.467
35, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -24607.10, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 15:21:01.467
36, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -24012.59, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 15:21:01.467
37, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -24603.59, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 15:21:01.468
38, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -24017.98, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 15:21:01.468
39, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -24589.29, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 15:21:01.468
40, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -24054.28, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 15:21:01.469
41, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -24524.13, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 15:21:01.469
